-14.5,-0.7566
-14.25,-0.8095
-14,-0.8537
-13.75,-0.8942
-13.5,-0.9332
-13.25,-0.9716
-13,-1.0012
-12.75,-1.0244
-12.5,-1.0139
-12.25,-0.9836
-12,-0.9559
-11.75,-0.9347
-11.5,-0.9117
-11.25,-0.8814
-11,-0.8529
-10.75,-0.8216
-10.5,-0.7958
-10.25,-0.765
-10,-0.7309
-9.75,-0.6975
-9.5,-0.6731
-9.25,-0.6378
-9,-0.5974
-8.75,-0.5778
-8.5,-0.5422
-8.25,-0.5026
-8,-0.4608
-7.75,-0.4416
-7.5,-0.4038
-7.25,-0.3637
-7,-0.323
-6.75,-0.3033
-6.5,-0.268
-6.25,-0.2303
-6,-0.2009
-5.75,-0.1738
-5.5,-0.1387
-5.25,-0.108
-5,-0.0827
-4.75,-0.0492
-4.5,-0.0242
-4.25,0.0053
-4,0.0382
-3.75,0.0614
-3.5,0.0937
-3.25,0.1183
-3,0.1486
-2.75,0.174
-2.5,0.203
-2.25,0.2293
-2,0.2571
-1.75,0.2832
-1.5,0.3098
-1.25,0.3357
-1,0.3612
-0.75,0.3864
-0.5,0.4106
-0.25,0.4358
0,0.4588
0.25,0.4846
0.5,0.5069
0.75,0.5363
1,0.565
1.25,0.6049
1.5,0.6459
1.75,0.6948
2,0.7474
2.25,0.8035
2.5,0.8236
2.75,0.8399
3,0.8616
3.25,0.8793
3.5,0.8989
3.75,0.923
4,0.9397
4.25,0.9617
4.5,0.9829
4.75,1.0023
5.25,1.0452
5.5,1.0676
5.75,1.091
6,1.1104
6.25,1.1355
6.5,1.1544
6.75,1.1752
7,1.1995
7.25,1.2161
7.5,1.2392
7.75,1.2561
8,1.2742
8.25,1.293
8.5,1.3056
8.75,1.3221
9,1.3311
9.25,1.3475
9.5,1.3559
9.75,1.3702
10,1.3779
10.25,1.388
10.5,1.3959
10.75,1.4037
11.25,1.4187
11.5,1.4259
11.75,1.4319
12,1.4381
12.25,1.4426
12.5,1.4478
12.75,1.451
13,1.4546
13.25,1.457
13.5,1.4586
13.75,1.4603
14,1.4598
14.25,1.4605
14.5,1.4581
14.75,1.4576
15,1.4541
15.25,1.4519
15.5,1.448
15.75,1.444
16,1.4398
16.25,1.4346
16.5,1.4301
16.75,1.425
17,1.4213
17.25,1.4172
17.5,1.4149
17.75,1.4124
